breakout_id,cooldown_blocked,event,final_decision_allow_true_false,final_reason,inst_id,price,recent_stopout_present,recent_trade_penalty,recovery_blocked,side,timeframe,ts
,False,reentry_check,True,ok,CFX-USDT-SWAP,0.05367,False,,False,long,30m,2026-03-29 22:43:30
,False,reentry_check,True,ok,CFX-USDT-SWAP,0.05367,False,,False,short,30m,2026-03-29 22:43:30
,False,reentry_check,True,ok,CHZ-USDT-SWAP,0.03933,False,,False,long,30m,2026-03-29 22:43:31
,False,reentry_check,True,ok,CHZ-USDT-SWAP,0.03933,False,,False,short,30m,2026-03-29 22:43:31
,False,reentry_check,True,ok,COMP-USDT-SWAP,17.96,False,,False,long,30m,2026-03-29 22:43:32
,False,reentry_check,True,ok,COMP-USDT-SWAP,17.96,False,,False,short,30m,2026-03-29 22:43:32
,False,reentry_check,True,ok,CRO-USDT-SWAP,0.07029,False,,False,long,30m,2026-03-29 22:43:32
,False,reentry_check,True,ok,CRO-USDT-SWAP,0.07029,False,,False,short,30m,2026-03-29 22:43:32
,False,reentry_check,True,ok,CRV-USDT-SWAP,0.2093,False,,False,long,30m,2026-03-29 22:43:33
,False,reentry_check,True,ok,CRV-USDT-SWAP,0.2093,False,,False,short,30m,2026-03-29 22:43:33
,False,reentry_check,True,ok,DOGE-USDT-SWAP,0.0905,False,,False,long,30m,2026-03-29 22:43:34
,False,reentry_check,True,ok,DOGE-USDT-SWAP,0.0905,False,,False,short,30m,2026-03-29 22:43:34
,False,reentry_check,True,ok,DOT-USDT-SWAP,1.253,False,,False,long,30m,2026-03-29 22:43:34
,False,reentry_check,True,ok,DOT-USDT-SWAP,1.253,False,,False,short,30m,2026-03-29 22:43:34
,False,reentry_check,True,ok,ENA-USDT-SWAP,0.0895,False,,False,long,30m,2026-03-29 22:43:35
,False,reentry_check,True,ok,ENA-USDT-SWAP,0.0895,False,,False,short,30m,2026-03-29 22:43:35
,False,reentry_check,True,ok,ETH-USDT-SWAP,1996.95,False,,False,long,30m,2026-03-29 22:43:36
,False,reentry_check,True,ok,ETH-USDT-SWAP,1996.95,False,,False,short,30m,2026-03-29 22:43:36
,False,reentry_check,True,ok,ETHFI-USDT-SWAP,0.4611,False,,False,long,30m,2026-03-29 22:43:36
,False,reentry_check,True,ok,ETHFI-USDT-SWAP,0.4611,False,,False,short,30m,2026-03-29 22:43:36
,False,reentry_check,True,ok,ETHW-USDT-SWAP,0.268,False,,False,long,30m,2026-03-29 22:43:37
,False,reentry_check,True,ok,ETHW-USDT-SWAP,0.268,False,,False,short,30m,2026-03-29 22:43:37
,False,reentry_check,True,ok,FIL-USDT-SWAP,0.805,False,,False,long,30m,2026-03-29 22:43:37
,False,reentry_check,True,ok,FIL-USDT-SWAP,0.805,False,,False,short,30m,2026-03-29 22:43:37
,False,reentry_check,True,ok,FLOKI-USDT-SWAP,2.723e-05,False,,False,long,30m,2026-03-29 22:43:38
,False,reentry_check,True,ok,FLOKI-USDT-SWAP,2.723e-05,False,,False,short,30m,2026-03-29 22:43:38
,False,reentry_check,True,ok,GMT-USDT-SWAP,0.00896,False,,False,long,30m,2026-03-29 22:43:38
,False,reentry_check,True,ok,GMT-USDT-SWAP,0.00896,False,,False,short,30m,2026-03-29 22:43:38
,False,reentry_check,True,ok,H-USDT-SWAP,0.1277,False,,False,long,30m,2026-03-29 22:43:39
,False,reentry_check,True,ok,H-USDT-SWAP,0.1277,False,,False,short,30m,2026-03-29 22:43:39
,False,reentry_check,True,ok,HBAR-USDT-SWAP,0.0883,False,,False,long,30m,2026-03-29 22:43:39
,False,reentry_check,True,ok,HBAR-USDT-SWAP,0.0883,False,,False,short,30m,2026-03-29 22:43:39
,False,reentry_check,True,ok,HOME-USDT-SWAP,0.01914,False,,False,long,30m,2026-03-29 22:43:40
,False,reentry_check,True,ok,HOME-USDT-SWAP,0.01914,False,,False,short,30m,2026-03-29 22:43:40
,False,reentry_check,True,ok,ICP-USDT-SWAP,2.212,False,,False,long,30m,2026-03-29 22:43:41
,False,reentry_check,True,ok,ICP-USDT-SWAP,2.212,False,,False,short,30m,2026-03-29 22:43:41
,False,reentry_check,True,ok,IMX-USDT-SWAP,0.1424,False,,False,long,30m,2026-03-29 22:43:42
,False,reentry_check,True,ok,IMX-USDT-SWAP,0.1424,False,,False,short,30m,2026-03-29 22:43:42
,False,reentry_check,True,ok,INJ-USDT-SWAP,2.8,False,,False,long,30m,2026-03-29 22:43:42
,False,reentry_check,True,ok,INJ-USDT-SWAP,2.8,False,,False,short,30m,2026-03-29 22:43:42
,False,reentry_check,True,ok,IOTA-USDT-SWAP,0.05321,False,,False,long,30m,2026-03-29 22:43:43
,False,reentry_check,True,ok,IOTA-USDT-SWAP,0.05321,False,,False,short,30m,2026-03-29 22:43:43
,False,reentry_check,True,ok,JUP-USDT-SWAP,0.1419,False,,False,long,30m,2026-03-29 22:43:43
,False,reentry_check,True,ok,JUP-USDT-SWAP,0.1419,False,,False,short,30m,2026-03-29 22:43:43
,False,reentry_check,True,ok,KAITO-USDT-SWAP,0.3796,False,,False,long,30m,2026-03-29 22:43:44
,False,reentry_check,True,ok,KAITO-USDT-SWAP,0.3796,False,,False,short,30m,2026-03-29 22:43:44
,False,reentry_check,True,ok,KSM-USDT-SWAP,4.071,False,,False,long,30m,2026-03-29 22:43:44
,False,reentry_check,True,ok,KSM-USDT-SWAP,4.071,False,,False,short,30m,2026-03-29 22:43:44
,False,reentry_check,True,ok,LDO-USDT-SWAP,0.304,False,,False,long,30m,2026-03-29 22:43:45
,False,reentry_check,True,ok,LDO-USDT-SWAP,0.304,False,,False,short,30m,2026-03-29 22:43:45
,False,reentry_check,True,ok,LINEA-USDT-SWAP,0.002887,False,,False,long,30m,2026-03-29 22:43:45
,False,reentry_check,True,ok,LINEA-USDT-SWAP,0.002887,False,,False,short,30m,2026-03-29 22:43:45
,False,reentry_check,True,ok,LINK-USDT-SWAP,8.424,False,,False,long,30m,2026-03-29 22:43:46
,False,reentry_check,True,ok,LINK-USDT-SWAP,8.424,False,,False,short,30m,2026-03-29 22:43:46
,False,reentry_check,True,ok,LIT-USDT-SWAP,0.833,False,,False,long,30m,2026-03-29 22:43:46
,False,reentry_check,True,ok,LIT-USDT-SWAP,0.833,False,,False,short,30m,2026-03-29 22:43:46
,False,reentry_check,True,ok,LPT-USDT-SWAP,2.04,False,,False,long,30m,2026-03-29 22:43:47
,False,reentry_check,True,ok,LPT-USDT-SWAP,2.04,False,,False,short,30m,2026-03-29 22:43:47
,False,reentry_check,True,ok,LQTY-USDT-SWAP,0.2662,False,,False,long,30m,2026-03-29 22:43:47
,False,reentry_check,True,ok,LQTY-USDT-SWAP,0.2662,False,,False,short,30m,2026-03-29 22:43:47
,False,reentry_check,True,ok,LRC-USDT-SWAP,0.02163,False,,False,long,30m,2026-03-29 22:43:48
,False,reentry_check,True,ok,LRC-USDT-SWAP,0.02163,False,,False,short,30m,2026-03-29 22:43:48
,False,reentry_check,True,ok,LTC-USDT-SWAP,53.34,False,,False,long,30m,2026-03-29 22:43:49
,False,reentry_check,True,ok,LTC-USDT-SWAP,53.34,False,,False,short,30m,2026-03-29 22:43:49
,False,reentry_check,True,ok,MAJOR-USDT-SWAP,0.0632,False,,False,long,30m,2026-03-29 22:43:50
,False,reentry_check,True,ok,MAJOR-USDT-SWAP,0.0632,False,,False,short,30m,2026-03-29 22:43:50
,False,reentry_check,True,ok,MINA-USDT-SWAP,0.05295,False,,False,long,30m,2026-03-29 22:43:51
,False,reentry_check,True,ok,MINA-USDT-SWAP,0.05295,False,,False,short,30m,2026-03-29 22:43:51
,,reentry_check,True,scan,MINA-USDT-SWAP,0.05295,False,0.0,,scan,30m,2026-03-29 22:43:51
,False,reentry_check,True,ok,NEAR-USDT-SWAP,1.1557,False,,False,long,30m,2026-03-29 22:43:52
,False,reentry_check,True,ok,NEAR-USDT-SWAP,1.1557,False,,False,short,30m,2026-03-29 22:43:52
,False,reentry_check,True,ok,NOT-USDT-SWAP,0.0003408,False,,False,long,30m,2026-03-29 22:43:53
,False,reentry_check,True,ok,NOT-USDT-SWAP,0.0003408,False,,False,short,30m,2026-03-29 22:43:53
,False,reentry_check,True,ok,OP-USDT-SWAP,0.10185,False,,False,long,30m,2026-03-29 22:43:53
,False,reentry_check,True,ok,OP-USDT-SWAP,0.10185,False,,False,short,30m,2026-03-29 22:43:53
,False,reentry_check,True,ok,PEPE-USDT-SWAP,3.264e-06,False,,False,long,30m,2026-03-29 22:43:54
,False,reentry_check,True,ok,PEPE-USDT-SWAP,3.264e-06,False,,False,short,30m,2026-03-29 22:43:54
,False,reentry_check,True,ok,RAVE-USDT-SWAP,403129.67663,False,,False,long,30m,2026-03-29 22:43:55
,False,reentry_check,True,ok,RAVE-USDT-SWAP,403129.67663,False,,False,short,30m,2026-03-29 22:43:55
,False,reentry_check,True,ok,RESOLV-USDT-SWAP,0.03771,False,,False,long,30m,2026-03-29 22:43:56
,False,reentry_check,True,ok,RESOLV-USDT-SWAP,0.03771,False,,False,short,30m,2026-03-29 22:43:56
,False,reentry_check,True,ok,SOL-USDT-SWAP,81.62,False,,False,long,30m,2026-03-29 22:43:58
,False,reentry_check,True,ok,SOL-USDT-SWAP,81.62,False,,False,short,30m,2026-03-29 22:43:58
,False,reentry_check,True,ok,SPK-USDT-SWAP,0.01629,False,,False,long,30m,2026-03-29 22:43:59
,False,reentry_check,True,ok,SPK-USDT-SWAP,0.01629,False,,False,short,30m,2026-03-29 22:43:59
,False,reentry_check,True,ok,SUI-USDT-SWAP,0.839,False,,False,long,30m,2026-03-29 22:44:00
,False,reentry_check,True,ok,SUI-USDT-SWAP,0.839,False,,False,short,30m,2026-03-29 22:44:00
,,reentry_check,True,scan,SUI-USDT-SWAP,0.839,False,0.0,,scan,30m,2026-03-29 22:44:00
,False,reentry_check,True,ok,SYRUP-USDT-SWAP,0.2013,False,,False,long,30m,2026-03-29 22:44:01
,False,reentry_check,True,ok,SYRUP-USDT-SWAP,0.2013,False,,False,short,30m,2026-03-29 22:44:01
,False,reentry_check,True,ok,THETA-USDT-SWAP,0.1502,False,,False,long,30m,2026-03-29 22:44:01
,False,reentry_check,True,ok,THETA-USDT-SWAP,0.1502,False,,False,short,30m,2026-03-29 22:44:01
,False,reentry_check,True,ok,TON-USDT-SWAP,1.222,False,,False,long,30m,2026-03-29 22:44:02
,False,reentry_check,True,ok,TON-USDT-SWAP,1.222,False,,False,short,30m,2026-03-29 22:44:02
,False,reentry_check,True,ok,TRX-USDT-SWAP,0.3196,False,,False,long,30m,2026-03-29 22:44:03
,False,reentry_check,True,ok,TRX-USDT-SWAP,0.3196,False,,False,short,30m,2026-03-29 22:44:03
,False,reentry_check,True,ok,XAU-USDT-SWAP,3851.4,False,,False,long,30m,2026-03-29 22:44:04
,False,reentry_check,True,ok,XAU-USDT-SWAP,3851.4,False,,False,short,30m,2026-03-29 22:44:04
,False,reentry_check,True,ok,XLM-USDT-SWAP,0.16392,False,,False,long,30m,2026-03-29 22:44:04
,False,reentry_check,True,ok,XLM-USDT-SWAP,0.16392,False,,False,short,30m,2026-03-29 22:44:04
,,reentry_check,True,scan,XLM-USDT-SWAP,0.16392,False,0.0,,scan,30m,2026-03-29 22:44:04
,False,reentry_check,True,ok,XPL-USDT-SWAP,0.065,False,,False,long,30m,2026-03-29 22:44:05
,False,reentry_check,True,ok,XPL-USDT-SWAP,0.065,False,,False,short,30m,2026-03-29 22:44:05
,False,reentry_check,True,ok,XRP-USDT-SWAP,1.3171,False,,False,long,30m,2026-03-29 22:44:06
,False,reentry_check,True,ok,XRP-USDT-SWAP,1.3171,False,,False,short,30m,2026-03-29 22:44:06
,,reentry_check,True,scan,XRP-USDT-SWAP,1.3171,False,0.0,,scan,30m,2026-03-29 22:44:06
,False,reentry_check,True,ok,XSR-USDT-SWAP,10135593.2203,False,,False,long,30m,2026-03-29 22:44:06
,False,reentry_check,True,ok,XSR-USDT-SWAP,10135593.2203,False,,False,short,30m,2026-03-29 22:44:06
,,reentry_check,True,scan,XSR-USDT-SWAP,10135593.2203,False,0.0,,scan,30m,2026-03-29 22:44:06
,False,reentry_check,True,ok,XTZ-USDT-SWAP,0.34,False,,False,long,30m,2026-03-29 22:44:07
,False,reentry_check,True,ok,XTZ-USDT-SWAP,0.34,False,,False,short,30m,2026-03-29 22:44:07
,False,reentry_check,True,ok,YB-USDT-SWAP,0.1009,False,,False,long,30m,2026-03-29 22:44:07
,False,reentry_check,True,ok,YB-USDT-SWAP,0.1009,False,,False,short,30m,2026-03-29 22:44:07
,False,reentry_check,True,ok,YFI-USDT-SWAP,2394.4,False,,False,long,30m,2026-03-29 22:44:08
,False,reentry_check,True,ok,YFI-USDT-SWAP,2394.4,False,,False,short,30m,2026-03-29 22:44:08
,False,reentry_check,True,ok,YGG-USDT-SWAP,0.0339,False,,False,long,30m,2026-03-29 22:44:08
,False,reentry_check,True,ok,YGG-USDT-SWAP,0.0339,False,,False,short,30m,2026-03-29 22:44:08
,False,reentry_check,True,ok,ZBCN-USDT-SWAP,0.0022817,False,,False,long,30m,2026-03-29 22:44:09
,False,reentry_check,True,ok,ZBCN-USDT-SWAP,0.0022817,False,,False,short,30m,2026-03-29 22:44:09
,False,reentry_check,True,ok,ZIL-USDT-SWAP,0.003665,False,,False,long,30m,2026-03-29 22:44:10
,False,reentry_check,True,ok,ZIL-USDT-SWAP,0.003665,False,,False,short,30m,2026-03-29 22:44:10
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0867,False,,False,long,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,1INCH-USDT-SWAP,0.0867,False,,False,short,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,AAVE-USDT-SWAP,95.14,False,,False,long,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,AAVE-USDT-SWAP,95.14,False,,False,short,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01181,False,,False,long,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,ACT-USDT-SWAP,0.01181,False,,False,short,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,ADA-USDT-SWAP,0.2404,False,,False,long,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,ADA-USDT-SWAP,0.2404,False,,False,short,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05595,False,,False,long,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,AI16Z-USDT-SWAP,0.05595,False,,False,short,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,ARB-USDT-SWAP,0.0888,False,,False,long,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,ARB-USDT-SWAP,0.0888,False,,False,short,30m,2026-03-29 22:44:18
,False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6583,False,,False,long,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,ASTER-USDT-SWAP,0.6583,False,,False,short,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,ATOM-USDT-SWAP,1.64,False,,False,long,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,ATOM-USDT-SWAP,1.64,False,,False,short,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.406,False,,False,long,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,AUCTION-USDT-SWAP,4.406,False,,False,short,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,AVAX-USDT-SWAP,9.48,False,,False,long,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,AVAX-USDT-SWAP,9.48,False,,False,short,30m,2026-03-29 22:44:19
,False,reentry_check,True,ok,AXS-USDT-SWAP,1.1209,False,,False,long,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,AXS-USDT-SWAP,1.1209,False,,False,short,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,BCH-USDT-SWAP,453.7,False,,False,long,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,BCH-USDT-SWAP,453.7,False,,False,short,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,BIO-USDT-SWAP,0.01564,False,,False,long,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,BIO-USDT-SWAP,0.01564,False,,False,short,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,BNB-USDT-SWAP,609.3,False,,False,long,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,BNB-USDT-SWAP,609.3,False,,False,short,30m,2026-03-29 22:44:20
,False,reentry_check,True,ok,BOME-USDT-SWAP,0.000366,False,,False,long,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,BOME-USDT-SWAP,0.000366,False,,False,short,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,BRETT-USDT-SWAP,0.0059,False,,False,long,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,BRETT-USDT-SWAP,0.0059,False,,False,short,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,BTC-USDT-SWAP,66378.0,False,,False,long,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,BTC-USDT-SWAP,66378.0,False,,False,short,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,CAT-USDT-SWAP,1.551e-06,False,,False,long,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,CAT-USDT-SWAP,1.551e-06,False,,False,short,30m,2026-03-29 22:44:21
,False,reentry_check,True,ok,CATI-USDT-SWAP,0.0526,False,,False,long,30m,2026-03-29 22:44:22
,False,reentry_check,True,ok,CATI-USDT-SWAP,0.0526,False,,False,short,30m,2026-03-29 22:44:22
,,reentry_check,True,scan,CATI-USDT-SWAP,0.0526,False,0.0,,scan,30m,2026-03-29 22:44:22
,False,reentry_check,True,ok,CELO-USDT-SWAP,0.0732,False,,False,long,30m,2026-03-29 22:44:22
,False,reentry_check,True,ok,CELO-USDT-SWAP,0.0732,False,,False,short,30m,2026-03-29 22:44:22
,False,reentry_check,True,ok,CFX-USDT-SWAP,0.05367,False,,False,long,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,CFX-USDT-SWAP,0.05367,False,,False,short,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,CHZ-USDT-SWAP,0.03933,False,,False,long,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,CHZ-USDT-SWAP,0.03933,False,,False,short,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,COMP-USDT-SWAP,17.96,False,,False,long,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,COMP-USDT-SWAP,17.96,False,,False,short,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,CRO-USDT-SWAP,0.07029,False,,False,long,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,CRO-USDT-SWAP,0.07029,False,,False,short,30m,2026-03-29 22:44:23
,False,reentry_check,True,ok,CRV-USDT-SWAP,0.2093,False,,False,long,30m,2026-03-29 22:44:24
,False,reentry_check,True,ok,CRV-USDT-SWAP,0.2093,False,,False,short,30m,2026-03-29 22:44:24
,False,reentry_check,True,ok,DOGE-USDT-SWAP,0.0905,False,,False,long,30m,2026-03-29 22:44:24
,False,reentry_check,True,ok,DOGE-USDT-SWAP,0.0905,False,,False,short,30m,2026-03-29 22:44:24
,False,reentry_check,True,ok,DOT-USDT-SWAP,1.253,False,,False,long,30m,2026-03-29 22:44:24
,False,reentry_check,True,ok,DOT-USDT-SWAP,1.253,False,,False,short,30m,2026-03-29 22:44:24
,False,reentry_check,True,ok,ENA-USDT-SWAP,0.0895,False,,False,long,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,ENA-USDT-SWAP,0.0895,False,,False,short,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,ETH-USDT-SWAP,1996.95,False,,False,long,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,ETH-USDT-SWAP,1996.95,False,,False,short,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,ETHFI-USDT-SWAP,0.4611,False,,False,long,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,ETHFI-USDT-SWAP,0.4611,False,,False,short,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,ETHW-USDT-SWAP,0.268,False,,False,long,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,ETHW-USDT-SWAP,0.268,False,,False,short,30m,2026-03-29 22:44:25
,False,reentry_check,True,ok,FIL-USDT-SWAP,0.805,False,,False,long,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,FIL-USDT-SWAP,0.805,False,,False,short,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,FLOKI-USDT-SWAP,2.723e-05,False,,False,long,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,FLOKI-USDT-SWAP,2.723e-05,False,,False,short,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,GMT-USDT-SWAP,0.00896,False,,False,long,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,GMT-USDT-SWAP,0.00896,False,,False,short,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,H-USDT-SWAP,0.1277,False,,False,long,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,H-USDT-SWAP,0.1277,False,,False,short,30m,2026-03-29 22:44:26
,False,reentry_check,True,ok,HBAR-USDT-SWAP,0.0883,False,,False,long,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,HBAR-USDT-SWAP,0.0883,False,,False,short,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,HOME-USDT-SWAP,0.01914,False,,False,long,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,HOME-USDT-SWAP,0.01914,False,,False,short,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,ICP-USDT-SWAP,2.212,False,,False,long,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,ICP-USDT-SWAP,2.212,False,,False,short,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,IMX-USDT-SWAP,0.1424,False,,False,long,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,IMX-USDT-SWAP,0.1424,False,,False,short,30m,2026-03-29 22:44:27
,False,reentry_check,True,ok,INJ-USDT-SWAP,2.8,False,,False,long,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,INJ-USDT-SWAP,2.8,False,,False,short,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,IOTA-USDT-SWAP,0.05321,False,,False,long,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,IOTA-USDT-SWAP,0.05321,False,,False,short,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,JUP-USDT-SWAP,0.1419,False,,False,long,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,JUP-USDT-SWAP,0.1419,False,,False,short,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,KAITO-USDT-SWAP,0.3796,False,,False,long,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,KAITO-USDT-SWAP,0.3796,False,,False,short,30m,2026-03-29 22:44:28
,False,reentry_check,True,ok,KSM-USDT-SWAP,4.071,False,,False,long,30m,2026-03-29 22:44:29
